 order,family,genus,species,StemLengthMeters,VDbase um (Vessel diameter stem base micrometers),VDtip um (Vessel diameter stem tip micrometers),Datos crudos sobre hojas,Fuente general,Fuente herbario,Min. longitud total de la hoja (cm),Max. longitud total de la hoja (cm),Min. longitud del peciolo (cm),Max. longitud del peciolo (cm),Min. longitud de la lamina (cm),Max. longitud de la lamina (cm),Min. ancho de hoja o lamina (cm),Max. ancho de hoja o lamina (cm),Tipo de hoja (simple o compuesta),Long hoja (cm),Ancho hoja (cm),NOTAS,,,,
Magnoliales,Eupomatiaceae,Eupomatia,laurina,10.63,67.51,14.65,"Fuente1: Roots fibrous. Leaves oblong to obovate. apex acuminate, 7-16 cm X 2.5-5.5 cm. Fuente2: an erect glabrous shrub with weak branches. leaves evergreen oblong or almost elliptical, shortly acuminate, 3, 4, or sometimes 5 in. long narrowes into a short petiole which is not decurrent on the branch (la medida de ancho queda dentro de la información de la primera fuente). Fuente3: Leaf blades about 11-20 x 3.5-7.5 cm. Lateral veins forming loops well inside the blade margin. Leafy twigs smooth and green, marked by small white longitudinally elongated lenticels. Very small oil dots just visible with a lens Fuente4: Description: Shrub or small tree, branchlets often black. Leaves oblong-elliptic, mostly 7–12 cm long, 2–5 cm wide, glabrous, upper surface shiny; petiole c. 3 mm long.",Fuente1:https://www.biodiversitylibrary.org/page/46694908#page/167/mode/1up Fuente2:https://www.biodiversitylibrary.org/page/6721174#page/112/mode/1up Fuente3: http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Eupomatia_laurina.htm Fuente4: https://plantnet.rbgsyd.nsw.gov.au/cgi-bin/NSWfl.pl?page=nswfl&lvl=sp&name=Eupomatia~laurina,,,,,0.3,7,20,2.5,7.5,simple,13.8,,Subsésil,,,,
Magnoliales,Himantandraceae,Galbulimima,baccata,8.31,75.78,25.07,"Fuente1: Tree. Leaves with petioles 0.8-2 cm long; blades oblong to narrowly ovate, apex subacute to shortly acuminate, base acute to attenuate, 7-11.5 cm X 2-4 cm, rusty-lepidote beneath.",Fuente1: https://www.biodiversitylibrary.org/page/46694904#page/163/mode/1up,,,,0.8,2,7,11.5,2,4,simple,,,La fuente1 se baso en el nombre aceptado por The Plant List. En la página The Plant List aparece como nombre aceptado: Galbulimima belgraveana (F.Muell.) Sprague. Pero en la página de si es aceptado Galbulimima baccata FM Bailey,,,,
Magnoliales,Magnoliaceae,Liriodendron,tulipifera,30.15,74.25,16.50,"Fuente1: Trees , single-trunked, to 45 m. Bark light gray, thick, deeply furrowed. Stipules paired, light green, elliptic to oblanceolate, 20-45mm; petiole 5-11.5 cm. Leaf blade commonly with 2 shallow upper lobes and 2 lateral lobes at broadest part, or sometimes squarrose and barely lobed, (6.5-)7.5-15(-23.5) × (8.5-)12.5-18.5(-25.5) cm; surfaces abaxially glaucous, adaxially bright green.",Fuente1: http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=200008463,,,,5,11.5,7.5,15,12.5,18.5,simple,,,,,,,
Magnoliales,Myristicaceae,Virola,guatemalensis,6.78,70.60,28.18,"Fuente1: A tall tree sometimes 30 meters high, the young branches ferruginous-tomentulose or cinereous-puberulent; petioles 5-14 mm. long; leaf blades oblong or narrowly oblong, coriaceus or rather thin, 13-25 cm long. 4-8 cm wide, acuminate or cuspidate, attenuate to broadly obtuse at the base, almost glabrous when fully developed, when young sparsely puberulent bneath with pale sessile stellate hairs, the lateral nerves 14-21 pairs.",Fuente1: https://www.biodiversitylibrary.org/page/2368798#page/311/mode/1up,,,,0.5,1.4,13,25,4,8,simple,,,,,,,
Malpighiales,Achariaceae,Ryparosa,kurrangii,14.83,76.14,24.07,"Fuente1: Leaf blades rather large, about 15-32 x 4-8 cm, much paler on the underside. Terminal buds and young shoots clothed in short, rusty brown hairs. Petiole swollen at its junction with the twig. Pulvinus channelled on the upper surface.",Fuente1: http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Ryparosa_kurrangii.htm,https://plants.jstor.org/stable/viewer/10.5555/al.ap.specimen.canb694911,,,2.5,4,15,32,4,8,simple,,,,,,,
Malpighiales,Balanopaceae,Balanops,pancheri,3.52,32.74,20.93,"Fuente1: arbor parva (4,5-metralis). Rami terees, uti planta fere tofa glabri; cortice fuscato, juniore pallide virescente, cicatricibus late orbiculato-reniformibus folorum occasorum notato. Folia brevissime petiolata pblongo-subspathulata (ad 18 cent. long, 4 cent. lata, basi longe attenuata, ad apicem medium inaequali-crenata, ad basin subintegra; margine arcte reflexo v. anguste revoluto; coriacea crassa rigissima, glaberrima, subtus pallidiora; costa utrinque valde conspicua; nervis tennibus pinnatis cum venulis laxe reticulatis. Petioli (ad 6-8 mill. long).",Fuente1: https://www.biodiversitylibrary.org/page/8066915#page/120/mode/1up,Fuente:https://plants.jstor.org/search?filter=name&so=ps_group_by_genus_species+asc&Query=Balanops+pancheri,,,0.6,0.8,12,18,2.5,4,simple,,,,,,,
Malpighiales,Calophyllaceae,Kielmeyera,grandiflora,2.52,66.02,32.55,"Long Hojas: 9.5,8.4,8.4,12.3,8.9; ancho hoja: 4.1,7,4.6,3.1, 3.8",,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.w0022019?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Kielmeyera%2Bgrandiflora%2529,8.4,12.3,0.5,1.1,8.4,12.3,3.1,7,simple,,,,,,,
Malpighiales,Chrysobalanaceae,Couepia,grandiflora,2.64,114.31,15.50,"Fuente1:arbor parve, ramis robustis; ramulis cano-tomentosis. FOLIA 3-6 poll. lon, oblonga v. linearis-oblonga v. rarius sublanceolata, basi acuta obtusa v. rotundata, superne glaberrima nitida, nervis impressis, juniora subtus araneosa; petiolo brevi crasso.  Leaves with stipules to 2 mm long, subulate, caducous; petioles 3-13 mm long, pubescent, terete; lamina oblong to ovate, 7.5-18 x 3.5-9 cm, cordate to cuneate at base, rounded to bluntly acuminate at apex, glabrous above, or with sparse ferrugineous pubescence when young, shortly dense-arachnoid beneath; primary veins 10-16 pairs, prominent beneath, prominulous above; midrib prominent on both surfaces. ",Fuente1: http://www.botanicus.org/page/141578   http://floradobrasil.jbrj.gov.br/reflora/listaBrasil/ConsultaPublicaUC/BemVindoConsultaPublicaConsultar.do?invalidatePageControlCounter=3&idsFilhosAlgas=%5B2%5D&idsFilhosFungos=%5B1%2C10%2C11%5D&lingua=en&grupo=5&familia=null&genero=Couepia&especie=grandiflora&autor=&nomeVernaculo=&nomeCompleto=&formaVida=null&substrato=null&ocorreBrasil=QUALQUER&ocorrencia=OCORRE&endemismo=TODOS&origem=TODOS&regiao=QUALQUER&estado=QUALQUER&ilhaOceanica=32767&domFitogeograficos=QUALQUER&bacia=QUALQUER&vegetacao=TODOS&mostrarAte=SUBESP_VAR&opcoesBusca=TODOS_OS_NOMES&loginUsuario=Visitante&senhaUsuario=&contexto=consulta-publica,,,,0.3,1.3,7.5,18,3.5,9,simple,,,,,,,
Malpighiales,Clusiaceae,Clusia,sp,1.09,23.81,16.88,,,,,,,,,,,,,,,No tiene epiteto especifico.,,,,
Malpighiales,Clusiaceae,Garcinia,intermedia,12.50,83.90,28.32,"Fuente1:árboles o arbustos, dioicos, de 7-20 m de alto, glabros; tallo erecto o decumbente, corteza ligeramente fisurada, latex amarillo o anaranjado; ramas glabras. Hojas con haz verde-amarillento, glabro, envés verde. lamina eliptica, de 12-24 cm de largo, 4.8-9.7 cm de ancho, coriacea, glabra, margen revoluti, apice agudo a acuminado, base aguda, nervios laterales poco ascendentes, casi perpendiculares al nervio medio, prominentes por el envés, unidos submarginalmente, peciolo de 1.5-2.5 cm de largo, no acanalado, glabro.",Fuente1: https://www.biodiversitylibrary.org/page/50961149#page/41/mode/1up,,,,1.5,2.5,12,24,4.8,9.7,simple,,,,,,,
Malpighiales,Clusiaceae,Montrouziera,sphaeroidea,2.21,89.25,13.75,"Long hoja: 8.8, 8.2,7.8,7.5,10.1; long peciolo: 0.8,0.7,1.8,1.3,1.4; long lamina: 8,7,8.3,6.2,6.4; ancho hoja: 1.4,2.2,2.1,2.7,2.6",,https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.p00647509?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Montrouziera%2Bsphaeroidea%2529     https://plants-jstor-org.pbidi.unam.mx:2443/stable/10.5555/al.ap.specimen.p00647508?searchUri=filter%3Dname%26so%3Dps_group_by_genus_species%2Basc%26Query%3D%2528Montrouziera%2Bsphaeroidea%2529,7.5,10.1,0.7,1.8,6.2,8.3,1.4,2.7,simple,,,,,,,
Malpighiales,Erythroxylaceae,Erythroxylum,revolutum,4.87,37.98,8.28,"Lâmina foliar cartácea, oblonga, obovada a ovada, raro elíptica, 1,6–6(–12) × 1–3,5(7) cm, base aguda a obtusa, margem frequentemente revoluta, raro plana, ápice agudo, obtuso ou retuso; venação secundária 8–14 pares, dispostos alternadamente; pecíolo 2–6,2 mm compr.",https://www.scielo.br/scielo.php?script=sci_arttext&pid=S2175-78602014000300006&lng=es&nrm=iso&tlng=pt,,,,0.2,0.62,1.6,6,1,3.5,simple,,,,,,,
Malpighiales,Euphorbiaceae,Adelia,brandegeei,3.52,36.58,14.67,"Leaf petioles ca. 0.2 cm long, glabrous; blades spatulate to obovate, mostly 2–3(–4) cm long, 0.5–1 cm wide, apex rounded or rarely emarginate, base cuneate, margin entire, pale green, glabrous on both surfaces, triplinerved, secondary nerves 4 to 6 pairs",https://bioone.org/journals/systematic-botany/volume-32/issue-3/036364407782250535/A-Synopsis-of-Adelia-Euphorbiaceae-ss/10.1600/036364407782250535.short,,,,0,0.2,2,3,0.5,1,simple,,,,,,,
Malpighiales,Euphorbiaceae,Cnidoscolus,urens,1.34,65.24,32.80,"Hierbas 1.5 (-4.0) m alto. Tallos suculentos, heteromorfos, verdosos, con látex, cerdas urticantes persistentes, abundantes y tricomas cortos dispersos. Hojas con estípulas pequeñas, laciniado-dentadas; pecíolos de igual tamaño que la lámina o más, pilosos y urticantes, glándulas sumipeciolares nume- rosas y congestas, papilosas; láminas 3-5 lobuladas, 12.0-13.0 cm largo, tan como anchas o más anchas que largas, lóbulos ovales o lanceolados, agudos, anguloso dentados o pinnatífidos, hendidos hasta la mitad o más, base truncada o cordata, membranáceas, ligeramente pilosas o pubescentes y provistas de cerdas urticantes, envés viloso, nervaduras radiales 5, 2 de menor tamaño también radiales, en ninguna parte semipedadas, con cerdas urticantes. Inflorescencias paucifloras, corimbiformes, pubescentes, con cerdas urticantes corto pedunculadas; brácteas triangulares con glándulas axilares.",https://www.biodiversitylibrary.org/item/207473#page/34/mode/1up,,,,3,5,3,5,12,13,simple,,,,,,,
Malpighiales,Euphorbiaceae,Croton,blanchetianus,4.96,46.01,9.76,"Frutex ramis teretibus, ramulis junioribus subangulatis compressis pube tenui stellata scabridis, refloxis; inflorescentiis en el apice ramulorum nuiantibus. Folia alterna petiolata e basi cordata ovata, ad apicem aut rotundatum emarginatum aut aculiusculum breviter acuminata (5-6 cent, longa, 4-5 cent, lata) membranacea Integra, viridia supra densa scabrella puiictulata, sublus pube stellata densa subargentea; penninervia venosa; nervis subparallelis crebris subtus sicut et costa promi- nulls, Petioli graciles teretes supra canaliculati pube eadem ac folia subtus obsiti (1 centavo, longi). Stipulse petiolo 3-plo breviores subulatse compressse caducissimEe.",https://www.biodiversitylibrary.org/page/6524190#page/305/mode/1up,https://plants.jstor.org/search?filter=name&so=ps_group_by_genus_species+asc&Query=Croton%09blanchetianus,,,0.7,1.5,5,6,4,5,simple,,,,,,,
Malpighiales,Euphorbiaceae,Croton,californicus,0.67,30.44,10.87,"Fuente1: Leaves not clustered; stipules absent; petiole 1–3.5(–4.5) cm, usually less than 1/2 blade length, glands absent at apex; blade elliptic to narrowly oblong, 2–5.5(–7) × 0.8–2(–2.5) cm, usually more than 2 times as long as wide, base obtuse, margins entire, apex obtuse to rounded, abaxial surface light green, adaxial surface darker green, both stellate-lepidote",Fuente1: http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250101917,,,,1,3.5,2.5,5,0.8,2,simple,,,,,,,
Malpighiales,Euphorbiaceae,Croton,echioideus,3.90,24.83,12.87,"Peciolo:3.3,4.7, 6.5,5.5; Lamina: Long 10, 11.6,12, 8.5 ancho 5.1, 4.7, 4, 6",,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:70139-2,,,3.3,6.5,8.5,12,4,6,simple,,,,,,,
Malpighiales,Euphorbiaceae,Euphorbia,californica,1.84,55.76,17.84,"leaves long-petiolate, usually orbicular or nearly so, 0.8 to 3 cm long, rounded or emarginate at base",https://www.biodiversitylibrary.org/page/375475#page/660/mode/1up,https://plants.jstor.org/search?filter=name&so=ps_group_by_genus_species+asc&Query=Euphorbia+californica,0.8,3,0.3,1.2,0.6,2,1,1.5,simple,,,,,,,
Malpighiales,Euphorbiaceae,Euphorbia,lomelii,1.53,31.68,10.95,", especially in peninsular material, axillary buds densely tomentulose; leaves caducous, spatulate to ovate or obovate, the blade inrolled and fleshy in some plants, 3-10 mm. long, 1.5-4 mm. wide, acute or obtuse, basally obtuse or cuneate, petiole indistinct, 1-3 mm. long",https://www-jstor-org.pbidi.unam.mx:2443/stable/41764794?Search=yes&resultItemClick=true&searchText=THE+GENUS+PEDILANTHUS+%28EUPHORBIACEAE%29&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3DTHE%2BGENUS%2BPEDILANTHUS%2B%2528EUPHORBIACEAE%2529%26acc%3Don%26wc%3Don%26fc%3Doff%26group%3Dnone&ab_segments=0%2Fbasic_search_SYC-5462%2Ftest&refreqid=fastly-default%3A11623185af5b7a3cf01456ee76f41f77&seq=1#metadata_info_tab_contents,,,,0.1,0.3,0.3,1,0.15,0.4,simple,,,Nombre anterior: Pedilanthus macrocarpus. Información obtenida del sinonimo ,,,,
Malpighiales,Euphorbiaceae,Homalanthus,populifolius,8.50,95.43,34.75,"Fuente1: Leaf blades about 6.5-11.5 x 5.5-7.5 cm, petioles about 3-9.5 cm. Stipules about 6-18 x 3-5 mm. Lateral veins about 6-10 on each of the midrib. One or two glands visible on the petiole near its junction with the leaf blade. Two or more glands present on the leaf blade close to the point of attachment of the petiole or on other parts of the leaf blade.",Fuente1:http://www.canbr.gov.au/cpbr/cd-keys/RFK7/key/RFK7/Media/Html/entities/Homalanthus_populifolius.htm,,,,3,9.5,6.5,11.5,5.5,7.5,simple,,,,,,,
Malpighiales,Euphorbiaceae,Jatropha,cinerea,4.37,80.62,14.24,"Fuente 1: Foliorum limbus longe petiolatus 2.5-4 cm longus. Fuente 2: Hoja ovado pentagonal, suborbicular o ubreniforme, clara pero levemente trilobada o entera, 3-6.5 cm de largo y ancho, truncada a incospicuamente cordada, margen entero sin glándulas, diminutamente puberulo y cinereo a glabra, verde brillante a cinerea arriba, usualmente verde pálido abajo; pecíolos delgados de 2-6 cm de largo, diminutamente puberulo o glabro, estípulas reducidas a glándulas sésiles e insconspícuas.
",Fuente1:https://www.biodiversitylibrary.org/page/157550#page/1085/mode/1up    http://132.248.9.195/pmig2019/0002878/Index.html,,2.5,6.5,2,6,,,,,simple,,,,,,,
Malpighiales,Euphorbiaceae,Jatropha,cuneata,1.27,60.00,11.45,"Fuente1:Shrubs, to 2 m, dioecious. Stems spreading, yellow to yellow-brown [gray], much-branched, woody-succulent, glabrous; short shoots common; latex watery, yellow in young shoots, red in older shoots. Leaves deciduous, usually fascicled on short shoots; stipules absent; petiole 0(–0.2) cm, not stipitate-glandular; blade obovate-spatulate, 0.7–1.9 × 0.3–0.9 cm, unlobed (shallowly 3-lobed on active shoots), base attenuate, margins entire, apex usually rounded, sometimes emarginate, coriaceous, surfaces glabrous; venation pinnate (palmate if lobed).",Fuente1: http://www.efloras.org/florataxon.aspx?flora_id=1&taxon_id=250102003,,,,0,0.2,0.7,1.9,0.3,0.9,simple,,,,,,,
Malpighiales,Euphorbiaceae,Jatropha,mollissima,1.75,37.38,23.30,"icky. Leaves: persis tent, stipules branched or unbranched, stipitate glands, 2-7 mm long; petioles often purplish red, 5-21.5 cm and 1.2-3.5 mm in diam.; blades cordate in outline, 5-lobed, 7-18.5 χ 6-11 cm, membranous to slightly carnose; base cordate, margins entire to serrate, glandu lar, or glandular-ciliate, apex acute-acuminate, venation palmate with 5(-7) primary veins, rugose and pubescent on both surface",https://www-jstor-org.pbidi.unam.mx:2443/stable/23351313?Search=yes&resultItemClick=true&searchText=Jatropha+flora+neotropica&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3DJatropha%2Bflora%2Bneotropica%26acc%3Don%26wc%3Don%26fc%3Doff%26group%3Dnone&ab_segments=0%2Fbasic_search_SYC-5462%2Ftest&refreqid=fastly-default%3Af72162a3e0990760b52e02754960c51a&seq=1#metadata_info_tab_contents,,,,5,21.5,7,18.5,6,11,simple,,,,,,,
Malpighiales,Euphorbiaceae,Manihot,dichotoma,6.03,123.73,32.47,"Leaves alternate; stipules caducous, setaceous, less than 1.0 cm long, margins dentate, glabrous; petioles ca 8.0 cm long, terete, glabrous, petiole attachment to lamina basal, nonpeltate; lamina slightly coriaceous to membran- aceous, abaxial surface wax pattern reticulate; venation camptodromous, veins glabrous; lamina palmately 5 lobed, 3 major and 2 smaller; median lobes obovate, frequently  pandurate, ca 8.0 cm long, ca 3.5 wide, apex acute, base of lobes narrow, ca 1.0 cm wide,  width between base of sinus and petiole-midrib junction ca 1.0 cm; lowest lobes ca 1/2 as  long as median lobes nonsymmetric.  Folhas simples, glabras, cartáceas, 3-5-lobadas, lobos elípticos a oblongos, ápice acuminado, lobo central 5.0-10.0 × 2.0-5.0 cm, margens inteiras ou panduradas, nervação camptódroma, pecíolos 5.0-15.0 cm de compr., cilíndricos, glabros, inserção basal",http://floradobrasil.jbrj.gov.br/reflora/listaBrasil/ConsultaPublicaUC/BemVindoConsultaPublicaConsultar.do?invalidatePageControlCounter=1&idsFilhosAlgas=%5B2%5D&idsFilhosFungos=%5B1%2C10%2C11%5D&lingua=&grupo=5&familia=null&genero=manihot&especie=dichotoma&autor=&nomeVernaculo=&nomeCompleto=&formaVida=null&substrato=null&ocorreBrasil=QUALQUER&ocorrencia=OCORRE&endemismo=TODOS&origem=TODOS&regiao=QUALQUER&estado=QUALQUER&ilhaOceanica=32767&domFitogeograficos=QUALQUER&bacia=QUALQUER&vegetacao=TODOS&mostrarAte=SUBESP_VAR&opcoesBusca=TODOS_OS_NOMES&loginUsuario=Visitante&senhaUsuario=&contexto=consulta-publica    https://www-jstor-org.pbidi.unam.mx:2443/stable/4393691?Search=yes&resultItemClick=true&searchText=Manihot%2C+Manihotoides+%28Euphorbiaceae%29&searchUri=%2Faction%2FdoBasicSearch%3FQuery%3DManihot%252C%2BManihotoides%2B%2528Euphorbiaceae%2529%26acc%3Don%26wc%3Don%26fc%3Doff%26group%3Dnone&ab_segments=0%2Fbasic_search_SYC-5462%2Ftest&refreqid=fastly-default%3Add5dd800c6ffe203748733423a9e7367&seq=1#metadata_info_tab_contents,https://plants.jstor.org/compilation/Manihot.dichotoma,,,5,15,5,10,6.6,12,simple,,,,,,,
Malpighiales,Euphorbiaceae,Sapium,glandulosum,6.74,109.60,19.77,"A tree some 13 or more m. in height, with ashen-gray bark much roughened and broken into lines on the trunk. The milky juice is so copious that it is shed all over the ground when the leaves are bruised by the wind. Leaves willow-like, alternate, the blades deep green, coriaceous, serrulate, 10-16 cm. long and about 2 cm. wide, biglandular at the base; on petioles 5-20 mm. long. Stipules small, round, membranous, with ciliate or jagged edges.",https://www.biodiversitylibrary.org/page/35453357#page/241/mode/1up,,,,0.5,2,10,16,,2,simple,,,,,,,
Malpighiales,Euphorbiaceae,Stillingia,trapezoidea,3.82,77.62,12.91,"Folhas alternas espiraladas; pecioladas; estípulas persistentes, triangulares. Lâmina foliar 1.9–6.5 × 1.1–2.5 cm, rômbica, cartácea a coriácea, base atenuada, ápice agudo a cuspidado, margem crenada, não espessada; venação eucamptódroma; glândulas basais ausentes. Leaves alternate, scattered, or crowded near insertion of inflorcscence, petiolate, succulent, elliptic-trapezoid, 3-4 cm. long, 1-2 cm. broad, apex abruptly acuminate, base narrowly acute, without cyathiform glands, crenulate, the midrib and secondary venation immersed in the fleshy tissue; petiole 0.5-1.0 cm. long",http://floradobrasil.jbrj.gov.br/reflora/listaBrasil/ConsultaPublicaUC/BemVindoConsultaPublicaConsultar.do?invalidatePageControlCounter=1&idsFilhosAlgas=%5B2%5D&idsFilhosFungos=%5B1%2C10%2C11%5D&lingua=&grupo=5&familia=null&genero=Stillingia&especie=trapezoidea&autor=&nomeVernaculo=&nomeCompleto=&formaVida=null&substrato=null&ocorreBrasil=QUALQUER&ocorrencia=OCORRE&endemismo=TODOS&origem=TODOS&regiao=QUALQUER&estado=QUALQUER&ilhaOceanica=32767&domFitogeograficos=QUALQUER&bacia=QUALQUER&vegetacao=TODOS&mostrarAte=SUBESP_VAR&opcoesBusca=TODOS_OS_NOMES&loginUsuario=Visitante&senhaUsuario=&contexto=consulta-publica    https://www.jstor.org/stable/2394636?seq=1,,,,0.5,1,1.9,6.5,1.1,2.5,simple,,,,,,,
Malpighiales,Hypericaceae,Hypericum,aciculare,0.69,12.67,5.85,"Leaves sessile, subimbricate or not, suberect, outcurving, and usually twisting, not or scarcely tetrastichous, deciduous above base without fading; lamina 3.5–7  0.4–0.6 mm, very narrowly elliptic to linear-acicular, incurved, slightly cucullate, midrib impressed beneath, margin very narrowly hyaline, concolorous, not glaucous, subcoriaceous to chartaceous; apex acute, base parallelsided, not sheathing, scarcely broadening but pairs forming narrow interfoliar ridge; basal vein 1, unbranched; laminar glands dense to very sparse, visible beneath ",https://link.springer.com/referenceworkentry/10.1007%2F978-3-319-77093-2_144-1,,,,,,0.35,0.7,0.04,0.06,simple,0.52,,Sesil,,,,
Malpighiales,Hypericaceae,Hypericum,androsaemum,0.81,23.57,12.65,"Fuente1:Glabrous evergreen or semi-evergreen shrub or subshrub to around 1.5m tall, lacking black glands. No rhizomes; shoots with 2 raised lines. Leaves sessile, 3.5~10 x 2.5~5cm, ovate or ovate-elliptic, often glaucescent below; base cordate and often amplexicaul; apex rounded and sometimes mucronulate.",Fuente1:https://www.nzpcn.org.nz/flora/species/hypericum-androsaemum/,,,,,,3.5,10,2.5,5,simple,6.75,,Sesil,,,,
